Age,32
Gender,male
ID,3842773
Version,4.0

prac1 Time,0,0,0.09630013,0.1800995,0.2874002,0.3667002,0.4642,0.5539999,0.6343994,0.7149,0.7986002,0.8846998,0.9758997,1.0669,1.1578,1.2371,1.3329,1.4204,1.5125,1.6054,1.7015,1.8234,1.901899,1.9956,2.0765,2.1763,2.264299,2.3497,2.436399,2.5118,2.600699,2.6824,2.7662,2.8424,2.9284,3.0154,3.0984,3.1848,3.261499,3.335999,3.4266,3.5125,3.5954,3.681,3.752399,3.8424,3.9269,4.0193,4.1113,4.1912,4.2814,4.363999,4.472,4.5596,4.6398,4.7333,4.813,4.8922,4.9748,5.0666,5.1445,5.2326,5.3181
prac1 Diamonds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
prac1 X Position,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01256545,0.05715302,0.1180877,0.1668355,0.2277701,0.2765179,0.3339865,0.3799613,0.4162144,0.4510767,0.485939,0.5194101,0.5514897,0.5835693,0.6184475,0.6407761,0.6575264,0.6700907,0.682655,0.6952193,0.7109247,0.723489,0.7360533,0.747222,0.7583907,0.7625794,0.7573435,0.7521076,0.7479189,0.7437302,0.7395415,0.7290701,0.7192972,0.7095243,0.693819,0.6798592,0.6658994,0.6519396,0.6379798,0.62402,0.6048261,0.6048261
prac1 Z Position,-100,-99.6,-99.1,-98.7,-98.20412,-97.80412,-97.30412,-96.80412,-96.40412,-96.00412,-95.60412,-95.20412,-94.70412,-94.30412,-93.80412,-93.40412,-92.90412,-92.50412,-92.00412,-91.60412,-91.10412,-90.50425,-90.10674,-89.61047,-89.21346,-88.71718,-88.32016,-87.82348,-87.42612,-87.02777,-86.6293,-86.23082,-85.83222,-85.43351,-85.0348,-84.53602,-84.13663,-83.73699,-83.33719,-82.93739,-82.53758,-82.03783,-81.63802,-81.23822,-80.83838,-80.43854,-80.03856,-79.53858,-79.03861,-78.63863,-78.23866,-77.83868,-77.23877,-76.83889,-76.43901,-75.93925,-75.5395,-75.13974,-74.73998,-74.34023,-73.94048,-73.44084,-73.44084
prac1 Camera Angle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,6.4,7.000001,7.000001,7.000001,7.000001,6.6,6.6,5.200001,5.000001,5.000001,4.800001,4.600001,4.600001,4,3.200001,2.400001,1.800001,1.800001,1.800001,1.800001,1.800001,1.800001,1.600001,1.600001,0.600001,359.4,359.4,359.4,359.4,359.4,359,358.6,358.6,358.2,358,358,358,358,358,357.8,352.6
prac1 Start Time,7/15/2021 11:02:16 AM
prac1 End Time,7/15/2021 11:02:26 AM

