Age,34
Gender,male
ID,3062964
Version,4.0

prac1 Time,0,0,0.06299973,0.1289997,0.1959991,0.2460003,0.3129997,0.3789997,0.4459991,0.4960003,0.5629997,0.6299992,0.6959991,0.7460003,0.8129997,0.8799992,0.9300003,0.9960003,1.063,1.129,1.195999,1.246,1.313002,1.379999,1.447001,1.512999,1.579,1.645998,1.697001,1.761999,1.813002,1.879999,1.946001,1.997,2.061998,2.113001,2.178999,2.230001,2.296,2.346998,2.413,2.480001,2.546,2.613001,2.678999,2.746,2.813002,2.879,2.946001,3.012999,3.063002,3.114,3.179998,3.230001,3.296,3.364,3.429998,3.480001,3.546,3.613001,3.679998,3.730001,3.796,3.846998,3.913,3.980001,4.046999,4.114,4.178999,4.230001,4.296,4.363001,4.428999,4.480001,4.546,4.613001,4.678999,4.730001,4.796,4.863001,4.929998,4.980001,5.046999,5.113001,5.179998,5.230001,5.296,5.313002
prac1 Diamonds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
prac1 X Position,0,-0.001745241,-0.007329963,-0.02198699,-0.03664193,-0.04641188,-0.0659646,-0.08080986,-0.0954648,-0.1101197,-0.1247747,-0.147451,-0.1690743,-0.183722,-0.2130172,-0.2349887,-0.2569602,-0.2789316,-0.3009031,-0.3301984,-0.3521698,-0.3668175,-0.3961128,-0.4180842,-0.4459866,-0.4484293,-0.4108681,-0.3447573,-0.2327648,-0.1072464,0.01858924,0.1428372,0.2610135,0.35071,0.4310492,0.510716,0.5903829,0.6700497,0.7497165,0.8293833,0.9087135,0.9720764,1.007591,1.040019,1.064078,1.088138,1.120218,1.144277,1.168337,1.200416,1.216456,1.240516,1.264228,1.287243,1.306428,1.320734,1.331205,1.332601,1.333648,1.333997,1.333997,1.333997,1.333997,1.333997,1.333997,1.333997,1.332601,1.328412,1.318641,1.301895,1.278879,1.25169,1.214394,1.195572,1.16734,1.129696,1.101464,1.073231,1.044999,1.016766,0.9791229,0.9603012,0.9226579,0.8944254,0.8661929,0.8379604,0.8097279,0.8097279
prac1 Z Position,-100,-99.90002,-99.60007,-99.20035,-98.90071,-98.70094,-98.30169,-98.00581,-97.70617,-97.40652,-97.10688,-96.70753,-96.40832,-96.20885,-95.80993,-95.51073,-95.21154,-94.91235,-94.61315,-94.21423,-93.91503,-93.71557,-93.31664,-93.01745,-92.61843,-92.31853,-92.02122,-91.72866,-91.45054,-91.17806,-90.90573,-90.63268,-90.35695,-90.07072,-89.78168,-89.49245,-89.20322,-88.91399,-88.62477,-88.33554,-88.04622,-87.75315,-87.45531,-87.05663,-86.7576,-86.45856,-86.05985,-85.76082,-85.46178,-85.06307,-84.86372,-84.56468,-84.26563,-83.96651,-83.66713,-83.36748,-82.96762,-82.76762,-82.46763,-82.06763,-81.76762,-81.46763,-81.16763,-80.86763,-80.56763,-80.26762,-79.86763,-79.56766,-79.26784,-78.96831,-78.6692,-78.37043,-77.97218,-77.77306,-77.4744,-77.07616,-76.7775,-76.47883,-76.18016,-75.88149,-75.48327,-75.28416,-74.88593,-74.58727,-74.2886,-73.98993,-73.69125,-73.69125
prac1 Camera Angle,0,359,358.8,357.4,357.2,357.2,357.2,357.2,357.2,357.2,357.2,356,355.8,355.8,355.8,355.8,355.8,355.8,355.8,355.8,355.8,355.8,355.8,355.8,356.4,1.4,9.999999,16.6,24.2,24.79999,24.79999,24.19999,20.8,16.2,15.4,15.4,15.4,15.4,15.4,15.4,15.2,9.999996,4.999998,4.599998,4.599998,4.599998,4.599998,4.599998,4.599998,4.599998,4.599998,4.599998,4.399998,4.399998,3.199998,2.399998,0.9999981,0.199998,0.199998,-1.987693E-06,-1.987693E-06,-1.987693E-06,-1.987693E-06,-1.987693E-06,-1.987693E-06,-1.987693E-06,359.8,359,357.4,356.4,355.2,354.8,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,10.6
prac1 Start Time,7/15/2021 11:45:26 AM
prac1 End Time,7/15/2021 11:45:37 AM

